"intensity","laneId","dateObserved","location__coordinates","location__type","id","type","vehicleType","reversedLane"
"425","376991821","2024-11-13T00:00:00/2024-11-14T00:00:00","3.8981","Point","MMM_EcoCompt_X2H22104773_202411130000","TrafficFlowObserved","bicycle","False"
"","","","43.614","","","","",""
