"intensity","laneId","dateObserved","location__coordinates","location__type","id","type","vehicleType","reversedLane"
"2732","188609530","2024-11-13T00:00:00/2024-11-14T00:00:00","3.874408006668091","Point","MMM_EcoCompt_XTH19101158_202411130000","TrafficFlowObserved","bicycle","False"
"","","","43.61620945549243","","","","",""
