"intensity","laneId","dateObserved","location__coordinates","location__type","id","type","vehicleType","reversedLane"
"797","676645909","2023-09-11T00:00:00/2023-09-12T00:00:00","3.9096322","Point","MMM_EcoCompt_X2H20063161_202309110000","TrafficFlowObserved","bicycle","False"
"","","","43.6157418","","","","",""
