"intensity","laneId","dateObserved","location__coordinates","location__type","id","type","vehicleType","reversedLane"
"296","97705885","2024-01-31T00:00:00/2024-02-01T00:00:00","3.81324","Point","MMM_EcoCompt_X2H20042632_202401310000","TrafficFlowObserved","bicycle","False"
"","","","43.5907","","","","",""
