"intensity","laneId","dateObserved","location__coordinates","location__type","id","type","vehicleType","reversedLane"
"0","23231541","2024-09-01T00:00:00/2024-09-02T00:00:00","3.8684671","Point","MMM_EcoCompt_X2H20063162_202409010000","TrafficFlowObserved","bicycle","False"
"","","","43.6138841","","","","",""
