"intensity","laneId","dateObserved","location__coordinates","location__type","id","type","vehicleType","reversedLane"
"107","105575465","2024-11-13T00:00:00/2024-11-14T00:00:00","3.8956288","Point","MMM_EcoCompt_X2H20063164_202411130000","TrafficFlowObserved","bicycle","False"
"","","","43.6266977","","","","",""
