"intensity","laneId","dateObserved","location__coordinates","location__type","id","type","vehicleType","reversedLane"
"698","104300810","2024-11-13T00:00:00/2024-11-14T00:00:00","3.915","Point","MMM_EcoCompt_X2H22104767_202411130000","TrafficFlowObserved","bicycle","False"
"","","","43.6316","","","","",""
