"intensity","laneId","dateObserved","location__coordinates","location__type","id","type","vehicleType","reversedLane"
"624","249856379","2024-11-13T00:00:00/2024-11-14T00:00:00","3.8156247","Point","MMM_EcoCompt_X2H22043030_202411130000","TrafficFlowObserved","bicycle","False"
"","","","43.6149316","","","","",""
