"intensity","laneId","dateObserved","location__coordinates","location__type","id","type","vehicleType","reversedLane"
"327","249866952","2024-11-13T00:00:00/2024-11-14T00:00:00","3.855992","Point","MMM_EcoCompt_X2H22043029_202411130000","TrafficFlowObserved","bicycle","False"
"","","","43.6489091","","","","",""
