intensity;laneId;date;longitude;latitude;id;type;vehicleType;reversedLane
125;249856379;2023-01-01;3.815625;43.614932;MMM_EcoCompt_X2H22043030_202301010000;TrafficFlowObserved;bicycle;False
317;249856379;2023-01-02;3.815625;43.614932;MMM_EcoCompt_X2H22043030_202301020000;TrafficFlowObserved;bicycle;False
529;249856379;2023-01-03;3.815625;43.614932;MMM_EcoCompt_X2H22043030_202301030000;TrafficFlowObserved;bicycle;False
624;249856379;2023-01-04;3.815625;43.614932;MMM_EcoCompt_X2H22043030_202301040000;TrafficFlowObserved;bicycle;False
2;249856379;2023-01-05;3.815625;43.614932;MMM_EcoCompt_X2H22043030_202301050000;TrafficFlowObserved;bicycle;False
701;249856379;2023-01-06;3.815625;43.614932;MMM_EcoCompt_X2H22043030_202301060000;TrafficFlowObserved;bicycle;False
245;249856379;2023-01-07;3.815625;43.614932;MMM_EcoCompt_X2H22043030_202301070000;TrafficFlowObserved;bicycle;False
273;249856379;2023-01-08;3.815625;43.614932;MMM_EcoCompt_X2H22043030_202301080000;TrafficFlowObserved;bicycle;False
716;249856379;2023-01-09;3.815625;43.614932;MMM_EcoCompt_X2H22043030_202301090000;TrafficFlowObserved;bicycle;False
792;249856379;2023-01-10;3.815625;43.614932;MMM_EcoCompt_X2H22043030_202301100000;TrafficFlowObserved;bicycle;False
618;249856379;2023-01-11;3.815625;43.614932;MMM_EcoCompt_X2H22043030_202301110000;TrafficFlowObserved;bicycle;False
725;249856379;2023-01-12;3.815625;43.614932;MMM_EcoCompt_X2H22043030_202301120000;TrafficFlowObserved;bicycle;False
646;249856379;2023-01-13;3.815625;43.614932;MMM_EcoCompt_X2H22043030_202301130000;TrafficFlowObserved;bicycle;False
236;249856379;2023-01-14;3.815625;43.614932;MMM_EcoCompt_X2H22043030_202301140000;TrafficFlowObserved;bicycle;False
233;249856379;2023-01-15;3.815625;43.614932;MMM_EcoCompt_X2H22043030_202301150000;TrafficFlowObserved;bicycle;False
