intensity;laneId;date;longitude;latitude;id;type;vehicleType;reversedLane
92;295726077;2023-01-01;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301010000;TrafficFlowObserved;bicycle;False
230;295726077;2023-01-02;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301020000;TrafficFlowObserved;bicycle;False
368;295726077;2023-01-03;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301030000;TrafficFlowObserved;bicycle;False
371;295726077;2023-01-04;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301040000;TrafficFlowObserved;bicycle;False
6;295726077;2023-01-05;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301050000;TrafficFlowObserved;bicycle;False
398;295726077;2023-01-06;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301060000;TrafficFlowObserved;bicycle;False
243;295726077;2023-01-07;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301070000;TrafficFlowObserved;bicycle;False
171;295726077;2023-01-08;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301080000;TrafficFlowObserved;bicycle;False
377;295726077;2023-01-09;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301090000;TrafficFlowObserved;bicycle;False
470;295726077;2023-01-10;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301100000;TrafficFlowObserved;bicycle;False
375;295726077;2023-01-11;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301110000;TrafficFlowObserved;bicycle;False
422;295726077;2023-01-12;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301120000;TrafficFlowObserved;bicycle;False
414;295726077;2023-01-13;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301130000;TrafficFlowObserved;bicycle;False
265;295726077;2023-01-14;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301140000;TrafficFlowObserved;bicycle;False
147;295726077;2023-01-15;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301150000;TrafficFlowObserved;bicycle;False
396;295726077;2023-01-16;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301160000;TrafficFlowObserved;bicycle;False
477;295726077;2023-01-17;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301170000;TrafficFlowObserved;bicycle;False
410;295726077;2023-01-18;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301180000;TrafficFlowObserved;bicycle;False
425;295726077;2023-01-19;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301190000;TrafficFlowObserved;bicycle;False
8;295726077;2023-01-20;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301200000;TrafficFlowObserved;bicycle;False
206;295726077;2023-01-21;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301210000;TrafficFlowObserved;bicycle;False
140;295726077;2023-01-22;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301220000;TrafficFlowObserved;bicycle;False
394;295726077;2023-01-23;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301230000;TrafficFlowObserved;bicycle;False
416;295726077;2023-01-24;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301240000;TrafficFlowObserved;bicycle;False
393;295726077;2023-01-25;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301250000;TrafficFlowObserved;bicycle;False
411;295726077;2023-01-26;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301260000;TrafficFlowObserved;bicycle;False
365;295726077;2023-01-27;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301270000;TrafficFlowObserved;bicycle;False
219;295726077;2023-01-28;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301280000;TrafficFlowObserved;bicycle;False
131;295726077;2023-01-29;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301290000;TrafficFlowObserved;bicycle;False
382;295726077;2023-01-30;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301300000;TrafficFlowObserved;bicycle;False
459;295726077;2023-01-31;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202301310000;TrafficFlowObserved;bicycle;False
452;295726077;2023-02-01;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202302010000;TrafficFlowObserved;bicycle;False
452;295726077;2023-02-02;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202302020000;TrafficFlowObserved;bicycle;False
411;295726077;2023-02-03;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202302030000;TrafficFlowObserved;bicycle;False
289;295726077;2023-02-04;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202302040000;TrafficFlowObserved;bicycle;False
177;295726077;2023-02-05;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202302050000;TrafficFlowObserved;bicycle;False
3;295726077;2023-02-05;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202302050000;TrafficFlowObserved;bicycle;False
410;295726077;2023-02-06;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202302060000;TrafficFlowObserved;bicycle;False
395;295726077;2023-02-07;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202302070000;TrafficFlowObserved;bicycle;False
420;295726077;2023-02-08;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202302080000;TrafficFlowObserved;bicycle;False
420;295726077;2023-02-09;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202302090000;TrafficFlowObserved;bicycle;False
467;295726077;2023-02-10;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202302100000;TrafficFlowObserved;bicycle;False
280;295726077;2023-02-11;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202302110000;TrafficFlowObserved;bicycle;False
177;295726077;2023-02-12;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202302120000;TrafficFlowObserved;bicycle;False
428;295726077;2023-02-13;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202302130000;TrafficFlowObserved;bicycle;False
468;295726077;2023-02-14;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202302140000;TrafficFlowObserved;bicycle;False
432;295726077;2023-02-15;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202302150000;TrafficFlowObserved;bicycle;False
460;295726077;2023-02-16;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202302160000;TrafficFlowObserved;bicycle;False
433;295726077;2023-02-17;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202302170000;TrafficFlowObserved;bicycle;False
280;295726077;2023-02-18;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202302180000;TrafficFlowObserved;bicycle;False
157;295726077;2023-02-19;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202302190000;TrafficFlowObserved;bicycle;False
315;295726077;2023-02-20;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202302200000;TrafficFlowObserved;bicycle;False
401;295726077;2023-02-21;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202302210000;TrafficFlowObserved;bicycle;False
329;295726077;2023-02-22;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202302220000;TrafficFlowObserved;bicycle;False
5;295726077;2023-02-23;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202302230000;TrafficFlowObserved;bicycle;False
258;295726077;2023-02-24;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202302240000;TrafficFlowObserved;bicycle;False
202;295726077;2023-02-25;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202302250000;TrafficFlowObserved;bicycle;False
150;295726077;2023-02-26;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202302260000;TrafficFlowObserved;bicycle;False
203;295726077;2023-02-27;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202302270000;TrafficFlowObserved;bicycle;False
291;295726077;2023-02-28;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202302280000;TrafficFlowObserved;bicycle;False
332;295726077;2023-03-01;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303010000;TrafficFlowObserved;bicycle;False
7;295726077;2023-03-02;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303020000;TrafficFlowObserved;bicycle;False
304;295726077;2023-03-03;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303030000;TrafficFlowObserved;bicycle;False
253;295726077;2023-03-04;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303040000;TrafficFlowObserved;bicycle;False
14;295726077;2023-03-05;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303050000;TrafficFlowObserved;bicycle;False
405;295726077;2023-03-06;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303060000;TrafficFlowObserved;bicycle;False
446;295726077;2023-03-07;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303070000;TrafficFlowObserved;bicycle;False
428;295726077;2023-03-08;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303080000;TrafficFlowObserved;bicycle;False
473;295726077;2023-03-09;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303090000;TrafficFlowObserved;bicycle;False
6;295726077;2023-03-10;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303100000;TrafficFlowObserved;bicycle;False
259;295726077;2023-03-11;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303110000;TrafficFlowObserved;bicycle;False
180;295726077;2023-03-12;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303120000;TrafficFlowObserved;bicycle;False
426;295726077;2023-03-13;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303130000;TrafficFlowObserved;bicycle;False
457;295726077;2023-03-14;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303140000;TrafficFlowObserved;bicycle;False
462;295726077;2023-03-15;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303150000;TrafficFlowObserved;bicycle;False
496;295726077;2023-03-16;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303160000;TrafficFlowObserved;bicycle;False
456;295726077;2023-03-17;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303170000;TrafficFlowObserved;bicycle;False
280;295726077;2023-03-18;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303180000;TrafficFlowObserved;bicycle;False
189;295726077;2023-03-19;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303190000;TrafficFlowObserved;bicycle;False
449;295726077;2023-03-20;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303200000;TrafficFlowObserved;bicycle;False
518;295726077;2023-03-21;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303210000;TrafficFlowObserved;bicycle;False
463;295726077;2023-03-22;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303220000;TrafficFlowObserved;bicycle;False
502;295726077;2023-03-23;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303230000;TrafficFlowObserved;bicycle;False
458;295726077;2023-03-24;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303240000;TrafficFlowObserved;bicycle;False
289;295726077;2023-03-25;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303250000;TrafficFlowObserved;bicycle;False
154;295726077;2023-03-26;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303260000;TrafficFlowObserved;bicycle;False
483;295726077;2023-03-27;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303270000;TrafficFlowObserved;bicycle;False
483;295726077;2023-03-28;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303280000;TrafficFlowObserved;bicycle;False
422;295726077;2023-03-29;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303290000;TrafficFlowObserved;bicycle;False
479;295726077;2023-03-30;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303300000;TrafficFlowObserved;bicycle;False
432;295726077;2023-03-31;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202303310000;TrafficFlowObserved;bicycle;False
276;295726077;2023-04-01;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202304010000;TrafficFlowObserved;bicycle;False
165;295726077;2023-04-02;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202304020000;TrafficFlowObserved;bicycle;False
440;295726077;2023-04-03;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202304030000;TrafficFlowObserved;bicycle;False
520;295726077;2023-04-04;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202304040000;TrafficFlowObserved;bicycle;False
8;295726077;2023-04-05;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202304050000;TrafficFlowObserved;bicycle;False
442;295726077;2023-04-06;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202304060000;TrafficFlowObserved;bicycle;False
431;295726077;2023-04-07;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202304070000;TrafficFlowObserved;bicycle;False
263;295726077;2023-04-08;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202304080000;TrafficFlowObserved;bicycle;False
139;295726077;2023-04-09;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202304090000;TrafficFlowObserved;bicycle;False
167;295726077;2023-04-10;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202304100000;TrafficFlowObserved;bicycle;False
497;295726077;2023-04-11;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202304110000;TrafficFlowObserved;bicycle;False
446;295726077;2023-04-12;3.867700;43.603810;MMM_EcoCompt_X2H22043034_202304120000;TrafficFlowObserved;bicycle;False
