intensity;laneId;date;longitude;latitude;id;type;vehicleType;reversedLane
46;359148100;2023-01-01;3.913589;43.610301;MMM_EcoCompt_X2H21070348_202301010000;TrafficFlowObserved;bicycle;False
273;359148100;2023-01-02;3.913589;43.610301;MMM_EcoCompt_X2H21070348_202301020000;TrafficFlowObserved;bicycle;False
448;359148100;2023-01-03;3.913589;43.610301;MMM_EcoCompt_X2H21070348_202301030000;TrafficFlowObserved;bicycle;False
623;359148100;2023-01-04;3.913589;43.610301;MMM_EcoCompt_X2H21070348_202301040000;TrafficFlowObserved;bicycle;False
659;359148100;2023-01-05;3.913589;43.610301;MMM_EcoCompt_X2H21070348_202301050000;TrafficFlowObserved;bicycle;False
572;359148100;2023-01-06;3.913589;43.610301;MMM_EcoCompt_X2H21070348_202301060000;TrafficFlowObserved;bicycle;False
187;359148100;2023-01-07;3.913589;43.610301;MMM_EcoCompt_X2H21070348_202301070000;TrafficFlowObserved;bicycle;False
199;359148100;2023-01-08;3.913589;43.610301;MMM_EcoCompt_X2H21070348_202301080000;TrafficFlowObserved;bicycle;False
581;359148100;2023-01-09;3.913589;43.610301;MMM_EcoCompt_X2H21070348_202301090000;TrafficFlowObserved;bicycle;False
726;359148100;2023-01-10;3.913589;43.610301;MMM_EcoCompt_X2H21070348_202301100000;TrafficFlowObserved;bicycle;False
633;359148100;2023-01-11;3.913589;43.610301;MMM_EcoCompt_X2H21070348_202301110000;TrafficFlowObserved;bicycle;False
658;359148100;2023-01-12;3.913589;43.610301;MMM_EcoCompt_X2H21070348_202301120000;TrafficFlowObserved;bicycle;False
528;359148100;2023-01-13;3.913589;43.610301;MMM_EcoCompt_X2H21070348_202301130000;TrafficFlowObserved;bicycle;False
180;359148100;2023-01-14;3.913589;43.610301;MMM_EcoCompt_X2H21070348_202301140000;TrafficFlowObserved;bicycle;False
191;359148100;2023-01-15;3.913589;43.610301;MMM_EcoCompt_X2H21070348_202301150000;TrafficFlowObserved;bicycle;False
566;359148100;2023-01-16;3.913589;43.610301;MMM_EcoCompt_X2H21070348_202301160000;TrafficFlowObserved;bicycle;False
562;359148100;2023-01-17;3.913589;43.610301;MMM_EcoCompt_X2H21070348_202301170000;TrafficFlowObserved;bicycle;False
573;359148100;2023-01-18;3.913589;43.610301;MMM_EcoCompt_X2H21070348_202301180000;TrafficFlowObserved;bicycle;False
576;359148100;2023-01-19;3.913589;43.610301;MMM_EcoCompt_X2H21070348_202301190000;TrafficFlowObserved;bicycle;False
445;359148100;2023-01-20;3.913589;43.610301;MMM_EcoCompt_X2H21070348_202301200000;TrafficFlowObserved;bicycle;False
164;359148100;2023-01-21;3.913589;43.610301;MMM_EcoCompt_X2H21070348_202301210000;TrafficFlowObserved;bicycle;False
129;359148100;2023-01-22;3.913589;43.610301;MMM_EcoCompt_X2H21070348_202301220000;TrafficFlowObserved;bicycle;False
527;359148100;2023-01-23;3.913589;43.610301;MMM_EcoCompt_X2H21070348_202301230000;TrafficFlowObserved;bicycle;False
