intensity;laneId;date;longitude;latitude;id;type;vehicleType;reversedLane
164;155831324;2023-01-01;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301010000;TrafficFlowObserved;bicycle;False
458;155831324;2023-01-02;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301020000;TrafficFlowObserved;bicycle;False
732;155831324;2023-01-03;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301030000;TrafficFlowObserved;bicycle;False
840;155831324;2023-01-04;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301040000;TrafficFlowObserved;bicycle;False
996;155831324;2023-01-05;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301050000;TrafficFlowObserved;bicycle;False
893;155831324;2023-01-06;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301060000;TrafficFlowObserved;bicycle;False
456;155831324;2023-01-07;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301070000;TrafficFlowObserved;bicycle;False
448;155831324;2023-01-08;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301080000;TrafficFlowObserved;bicycle;False
891;155831324;2023-01-09;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301090000;TrafficFlowObserved;bicycle;False
1006;155831324;2023-01-10;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301100000;TrafficFlowObserved;bicycle;False
910;155831324;2023-01-11;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301110000;TrafficFlowObserved;bicycle;False
984;155831324;2023-01-12;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301120000;TrafficFlowObserved;bicycle;False
893;155831324;2023-01-13;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301130000;TrafficFlowObserved;bicycle;False
501;155831324;2023-01-14;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301140000;TrafficFlowObserved;bicycle;False
398;155831324;2023-01-15;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301150000;TrafficFlowObserved;bicycle;False
906;155831324;2023-01-16;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301160000;TrafficFlowObserved;bicycle;False
962;155831324;2023-01-17;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301170000;TrafficFlowObserved;bicycle;False
934;155831324;2023-01-18;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301180000;TrafficFlowObserved;bicycle;False
1313;155831324;2023-01-19;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301190000;TrafficFlowObserved;bicycle;False
885;155831324;2023-01-20;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301200000;TrafficFlowObserved;bicycle;False
395;155831324;2023-01-21;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301210000;TrafficFlowObserved;bicycle;False
298;155831324;2023-01-22;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301220000;TrafficFlowObserved;bicycle;False
838;155831324;2023-01-23;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301230000;TrafficFlowObserved;bicycle;False
880;155831324;2023-01-24;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301240000;TrafficFlowObserved;bicycle;False
853;155831324;2023-01-25;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301250000;TrafficFlowObserved;bicycle;False
902;155831324;2023-01-26;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301260000;TrafficFlowObserved;bicycle;False
825;155831324;2023-01-27;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301270000;TrafficFlowObserved;bicycle;False
352;155831324;2023-01-28;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301280000;TrafficFlowObserved;bicycle;False
325;155831324;2023-01-29;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301290000;TrafficFlowObserved;bicycle;False
846;155831324;2023-01-30;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301300000;TrafficFlowObserved;bicycle;False
1214;155831324;2023-01-31;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202301310000;TrafficFlowObserved;bicycle;False
944;155831324;2023-02-01;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202302010000;TrafficFlowObserved;bicycle;False
971;155831324;2023-02-02;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202302020000;TrafficFlowObserved;bicycle;False
886;155831324;2023-02-03;3.889900;43.611500;MMM_EcoCompt_X2H22104768_202302030000;TrafficFlowObserved;bicycle;False
