"intensity","laneId","dateObserved","location__coordinates","location__type","id","type","vehicleType","reversedLane"
"1657","121403593","2024-11-13T00:00:00/2024-11-14T00:00:00","3.896939992904663","Point","MMM_EcoCompt_X2H19070220_202411130000","TrafficFlowObserved","bicycle","False"
"","","","43.60969924926758","","","","",""
