"intensity","laneId","dateObserved","location__coordinates","location__type","id","type","vehicleType","reversedLane"
"624","105575465","2024-11-13T00:00:00/2024-11-14T00:00:00","3.892297816666667","Point","MMM_EcoCompt_ED223110495_202411130000","TrafficFlowObserved","bicycle","False"
"","","","43.623636516666664","","","","",""
