"intensity","laneId","dateObserved","location__coordinates","location__type","id","type","vehicleType","reversedLane"
"320","1182343623","2024-11-13T00:00:00/2024-11-14T00:00:00","3.8837306666666667","Point","MMM_EcoCompt_ED223110497_202411130000","TrafficFlowObserved","bicycle","False"
"","","","43.5969973","","","","",""
