Departure station,Departure,Return station,Return,Duration (sec.),Covered distance (m),departure_latitude,departure_longitude,return_latitude,return_longitude
Louis Blanc,2023-12-15 15:05:17,Antigone Centre,2023-12-15 15:20:42,921,2062.0,43.6146919,3.8782052427712976,43.6079184,3.8905276
Louis Blanc,2023-12-15 15:04:13,Antigone Centre,2023-12-15 15:20:42,985,2033.0,43.6146919,3.8782052427712976,43.6079184,3.8905276
Pérols,2023-12-15 15:02:37,Pérols,2023-12-15 16:46:08,6207,4649.0,43.557928,3.963561,43.557928,3.963561
Vert Bois,2023-12-15 14:59:40,Marie Caizergues,2023-12-15 15:09:16,571,2064.0,,,43.619655,3.8733067
Sabines,2023-12-15 14:59:08,Sabines,2023-12-15 15:40:17,2465,5803.0,43.5842231,3.8600317,43.5842231,3.8600317
Vert Bois,2023-12-15 14:59:00,Vert Bois,2023-12-15 14:59:23,18,2.0,,,,
Vert Bois,2023-12-15 14:58:12,Vert Bois,2023-12-15 14:58:38,20,0.0,,,,
Fac des Sciences,2023-12-15 14:52:52,Emile Combes,2023-12-15 15:01:15,498,1727.0,43.6312537,3.8612405,43.6167422,3.8799722
Pérols,2023-12-15 14:48:33,Pérols,2023-12-16 12:01:22,76363,4561.0,43.557928,3.963561,43.557928,3.963561
Boutonnet,2023-12-15 14:43:11,Comédie,2023-12-15 14:53:29,615,2197.0,43.6198269,3.8681402,43.60918635,3.8815040936105776
Boutonnet,2023-12-15 14:40:39,Renouvier,2023-12-15 14:52:43,720,2209.0,43.6198269,3.8681402,43.60358,3.8678865
Boutonnet,2023-12-15 14:39:18,Renouvier,2023-12-15 14:52:23,779,2193.0,43.6198269,3.8681402,43.60358,3.8678865
Médiathèque Emile Zola,2023-12-15 14:39:08,Médiathèque Emile Zola,2023-12-15 15:52:02,4370,1698.0,43.6082468,3.8930561,43.6082468,3.8930561
Fac des Sciences,2023-12-15 14:39:05,Nombre d'Or,2023-12-15 19:14:33,16524,29590.0,43.6312537,3.8612405,43.6079002,3.8866534
Pérols,2023-12-15 14:28:57,Pérols,2023-12-15 17:47:26,11904,5932.0,43.557928,3.963561,43.557928,3.963561
Pérols,2023-12-15 14:28:02,Pérols,2023-12-15 14:28:29,23,0.0,43.557928,3.963561,43.557928,3.963561
Pérols,2023-12-15 14:27:24,Pérols,2023-12-15 17:47:34,12005,6038.0,43.557928,3.963561,43.557928,3.963561
Hôtel de Ville,2023-12-15 14:26:35,Hôtel de Ville,2023-12-15 15:13:30,2810,9037.0,43.5985194,3.896631891721937,43.5985194,3.896631891721937
Vert Bois,2023-12-15 14:20:03,Boutonnet,2023-12-15 14:28:27,500,2013.0,,,43.6198269,3.8681402
Boutonnet,2023-12-15 14:19:53,Saint-Guilhem - Courreau,2023-12-15 18:26:43,14806,29523.0,43.6198269,3.8681402,43.6081132,3.8735064
Vert Bois,2023-12-15 14:18:56,Vert Bois,2023-12-15 14:19:18,18,0.0,,,,
Deux Ponts - Gare Saint-Roch,2023-12-15 14:18:39,Port Marianne,2023-12-15 14:28:41,598,1941.0,43.604359,3.8810025,43.6059165,3.9168169
Médiathèque Emile Zola,2023-12-15 14:13:32,Renouvier,2023-12-15 14:27:17,821,2885.0,43.6082468,3.8930561,43.60358,3.8678865
Halles Castellane,2023-12-15 14:10:19,Place Albert 1er - St-Charles,2023-12-15 14:27:17,1009,1594.0,43.61012445,3.876843401959306,43.6165623,3.874061
AtelierTAM,2023-12-15 13:59:48,Fac des Sciences,2023-12-16 07:56:58,64625,67.0,,,43.6312537,3.8612405
Pont de Lattes - Gare St-Roch,2023-12-15 13:55:29,Richter,2023-12-15 14:02:49,435,1727.0,43.60431,3.88106,43.6037969,3.8989223
Pérols,2023-12-15 13:33:52,Pérols,2023-12-15 17:14:35,13238,4659.0,43.557928,3.963561,43.557928,3.963561
Saint-Guilhem - Courreau,2023-12-15 13:33:21,Boutonnet,2023-12-15 13:46:19,773,1870.0,43.6081132,3.8735064,43.6198269,3.8681402
Place Viala,2023-12-15 13:27:11,Observatoire,2023-12-15 13:35:41,504,2405.0,43.6168167,3.8550842,43.61452665,3.871080728556718
Plan Cabanes,2023-12-15 13:25:26,Plan Cabanes,2023-12-15 22:45:55,33626,8249.0,43.60849965,3.868610969046943,43.60849965,3.868610969046943
Pérols,2023-12-15 13:23:08,Pérols,2023-12-15 13:32:44,571,953.0,43.557928,3.963561,43.557928,3.963561
Pérols,2023-12-15 13:22:09,Pérols,2023-12-15 17:14:42,13947,5658.0,43.557928,3.963561,43.557928,3.963561
Nombre d'Or,2023-12-15 13:21:11,Montpellier Sud de France,2023-12-15 13:41:19,1204,4494.0,43.6079002,3.8866534,43.595115,3.9239637
Les Aubes,2023-12-15 13:20:41,Louis Blanc,2023-12-15 13:36:19,933,1905.0,43.6192157,3.8913335,43.6146919,3.8782052427712976
Garcia Lorca,2023-12-15 13:19:02,Fac des Sciences,2023-12-16 07:58:39,67171,20.0,43.58775425,3.887108641280807,43.6312537,3.8612405
Garcia Lorca,2023-12-15 13:19:00,Fac des Sciences,2023-12-16 07:59:42,67238,24.0,43.58775425,3.887108641280807,43.6312537,3.8612405
Garcia Lorca,2023-12-15 13:18:47,Fac des Sciences,2023-12-16 07:58:14,67163,22.0,43.58775425,3.887108641280807,43.6312537,3.8612405
Louis Blanc,2023-12-15 13:17:34,Boutonnet,2023-12-15 13:27:21,584,1333.0,43.6146919,3.8782052427712976,43.6198269,3.8681402
Vert Bois,2023-12-15 13:16:59,Boutonnet,2023-12-15 13:24:07,423,1845.0,,,43.6198269,3.8681402
Vert Bois,2023-12-15 13:16:14,Vert Bois,2023-12-15 13:16:40,22,0.0,,,,
Occitanie,2023-12-15 13:07:10,Montpellier Sud de France,2023-12-15 13:51:01,2628,9105.0,43.6343466,3.8486780499999984,43.595115,3.9239637
Les Aubes,2023-12-15 13:05:29,Corum,2023-12-15 13:10:42,309,1233.0,43.6192157,3.8913335,43.614366,3.882027979797976
Garcia Lorca,2023-12-15 12:54:19,Garcia Lorca,2023-12-15 17:31:59,16656,28110.0,43.58775425,3.887108641280807,43.58775425,3.887108641280807
Garcia Lorca,2023-12-15 12:53:41,Garcia Lorca,2023-12-15 17:32:26,16722,28151.0,43.58775425,3.887108641280807,43.58775425,3.887108641280807
Place Albert 1er - St-Charles,2023-12-15 12:52:17,Hôtel de Ville,2023-12-17 17:16:30,188647,3299.0,43.6165623,3.874061,43.5985194,3.896631891721937
Beaux-Arts,2023-12-15 12:51:53,Observatoire,2023-12-15 12:58:04,366,1439.0,43.6164388,3.8803169,43.61452665,3.871080728556718
Celleneuve,2023-12-15 12:44:28,Observatoire,2023-12-15 12:57:42,789,3851.0,43.6137045,3.8245262,43.61452665,3.871080728556718
Fac des Sciences,2023-12-15 12:41:35,Marie Caizergues,2023-12-15 12:46:40,299,965.0,43.6312537,3.8612405,43.619655,3.8733067
Louis Blanc,2023-12-15 12:21:42,Corum,2023-12-15 13:27:45,3959,2956.0,43.6146919,3.8782052427712976,43.614366,3.882027979797976
Louis Blanc,2023-12-15 12:16:52,Charles Flahault,2023-12-15 12:22:42,346,1059.0,43.6146919,3.8782052427712976,43.6184031,3.8663896
Saint-Denis,2023-12-15 12:16:52,Saint-Denis,2023-12-15 12:28:17,681,1482.0,43.6050394,3.8750227,43.6050394,3.8750227
AtelierTAM,2023-12-15 12:10:19,Fac des Sciences,2023-12-16 07:57:54,71251,53.0,,,43.6312537,3.8612405
Deux Ponts - Gare Saint-Roch,2023-12-15 12:08:51,Deux Ponts - Gare Saint-Roch,2023-12-15 15:00:04,10270,26543.0,43.604359,3.8810025,43.604359,3.8810025
Deux Ponts - Gare Saint-Roch,2023-12-15 12:08:07,Deux Ponts - Gare Saint-Roch,2023-12-15 16:57:05,17334,26929.0,43.604359,3.8810025,43.604359,3.8810025
Place Viala,2023-12-15 12:06:05,Saint-Denis,2023-12-15 12:14:56,527,2199.0,43.6168167,3.8550842,43.6050394,3.8750227
Les Arceaux,2023-12-15 12:04:29,Place Viala,2023-12-15 12:12:05,451,1202.0,43.6118401,3.8623604,43.6168167,3.8550842
Les Arceaux,2023-12-15 12:02:30,Corum,2023-12-15 12:08:05,330,1408.0,43.6118401,3.8623604,43.614366,3.882027979797976
Vert Bois,2023-12-15 12:01:50,Port Marianne,2023-12-15 12:33:50,1916,5848.0,,,43.6059165,3.9168169
Vert Bois,2023-12-15 12:01:25,Port Marianne,2023-12-15 12:33:25,1915,5791.0,,,43.6059165,3.9168169
Charles Flahault,2023-12-15 11:59:39,Plan Cabanes,2023-12-15 12:07:17,453,1347.0,43.6184031,3.8663896,43.60849965,3.868610969046943
Pérols,2023-12-15 11:56:26,Pérols,2023-12-15 14:29:17,9167,17971.0,43.557928,3.963561,43.557928,3.963561
Place Viala,2023-12-15 11:56:13,Les Arceaux,2023-12-15 12:02:01,344,1225.0,43.6168167,3.8550842,43.6118401,3.8623604
AtelierTAM,2023-12-15 11:52:51,Fac des Sciences,2023-12-16 07:57:36,72279,69.0,,,43.6312537,3.8612405
Rondelet,2023-12-15 11:50:39,Port Marianne,2023-12-15 12:02:17,694,2419.0,43.6041463,3.874830799999999,43.6059165,3.9168169
Rondelet,2023-12-15 11:49:56,Rondelet,2023-12-15 11:50:26,25,2.0,43.6041463,3.874830799999999,43.6041463,3.874830799999999
Boutonnet,2023-12-15 11:48:45,Voltaire,2023-12-15 12:04:27,938,3432.0,43.6198269,3.8681402,43.6037049,3.8892253
Rondelet,2023-12-15 11:48:09,Rondelet,2023-12-15 11:49:15,60,20.0,43.6041463,3.874830799999999,43.6041463,3.874830799999999
Pont de Lattes - Gare St-Roch,2023-12-15 11:48:07,Place Viala,2023-12-15 12:08:44,1232,3957.0,43.60431,3.88106,43.6168167,3.8550842
Antigone Centre,2023-12-15 11:44:54,Hôtel de Ville,2023-12-15 11:59:51,893,1811.0,43.6079184,3.8905276,43.5985194,3.896631891721937
Près d'Arènes,2023-12-15 11:40:28,Nouveau Saint-Roch,2023-12-15 11:48:30,477,1447.0,43.5936317,3.8877518,43.5992903,3.8756446
Deux Ponts - Gare Saint-Roch,2023-12-15 11:37:35,Deux Ponts - Gare Saint-Roch,2023-12-15 13:14:13,5792,10873.0,43.604359,3.8810025,43.604359,3.8810025
Père Soulas,2023-12-15 11:25:54,Antigone Centre,2023-12-15 11:47:14,1276,3591.0,43.6219699,3.855618,43.6079184,3.8905276
Hôtel du Département,2023-12-15 11:20:12,Nouveau Saint-Roch,2023-12-15 11:40:59,1242,5025.0,43.6219459,3.8349231,43.5992903,3.8756446
Voltaire,2023-12-15 11:20:11,Les Arceaux,2023-12-15 11:29:20,545,2248.0,43.6037049,3.8892253,43.6118401,3.8623604
Comédie,2023-12-15 11:20:10,Nouveau Saint-Roch,2023-12-15 11:25:43,329,1035.0,43.60918635,3.8815040936105776,43.5992903,3.8756446
Providence-Ovalie,2023-12-15 11:18:03,Providence-Ovalie,2023-12-15 11:18:21,14,0.0,43.5882994,3.8534561,43.5882994,3.8534561
Place Viala,2023-12-15 11:09:08,Les Arceaux,2023-12-15 11:14:48,336,1255.0,43.6168167,3.8550842,43.6118401,3.8623604
AtelierTAM,2023-12-15 11:08:22,Fac des Sciences,2023-12-16 07:57:21,74936,292.0,,,43.6312537,3.8612405
Albert 1er - Cathedrale,2023-12-15 11:08:05,Place Albert 1er - St-Charles,2023-12-15 11:15:23,433,596.0,43.6148176,3.8737832,43.6165623,3.874061
Boutonnet,2023-12-15 11:08:03,Observatoire,2023-12-15 11:19:56,709,2199.0,43.6198269,3.8681402,43.61452665,3.871080728556718
Louis Blanc,2023-12-15 11:05:20,Place Albert 1er - St-Charles,2023-12-15 11:29:58,1474,1239.0,43.6146919,3.8782052427712976,43.6165623,3.874061
Voltaire,2023-12-15 11:04:10,Boutonnet,2023-12-15 11:19:27,912,3077.0,43.6037049,3.8892253,43.6198269,3.8681402
Vert Bois,2023-12-15 11:02:46,Nombre d'Or,2023-12-15 11:24:54,1323,4845.0,,,43.6079002,3.8866534
Saint-Guilhem - Courreau,2023-12-15 10:56:44,Saint-Guilhem - Courreau,2023-12-15 11:59:37,3769,2088.0,43.6081132,3.8735064,43.6081132,3.8735064
Place Viala,2023-12-15 10:55:54,Albert 1er - Cathedrale,2023-12-15 11:04:39,521,1825.0,43.6168167,3.8550842,43.6148176,3.8737832
Odysseum,2023-12-15 10:45:13,Port Marianne,2023-12-15 10:58:23,786,1972.0,43.60441055,3.9212018171142855,43.6059165,3.9168169
Renouvier,2023-12-15 10:33:16,Beaux-Arts,2023-12-15 10:46:50,808,2380.0,43.60358,3.8678865,43.6164388,3.8803169
Médiathèque Emile Zola,2023-12-15 10:30:53,AtelierTAM,2023-12-15 11:32:17,3680,34.0,43.6082468,3.8930561,,
Comédie,2023-12-15 10:29:58,Comédie,2023-12-15 16:38:37,22115,2478.0,43.60918635,3.8815040936105776,43.60918635,3.8815040936105776
Hôtel de Ville,2023-12-15 10:29:43,Richter,2023-12-15 10:32:46,179,641.0,43.5985194,3.896631891721937,43.6037969,3.8989223
Halles Castellane,2023-12-15 10:28:33,Renouvier,2023-12-15 10:34:36,353,1116.0,43.61012445,3.876843401959306,43.60358,3.8678865
Renouvier,2023-12-15 10:20:41,Boutonnet,2023-12-15 10:33:13,747,2235.0,43.60358,3.8678865,43.6198269,3.8681402
Plan Cabanes,2023-12-15 10:18:09,Rue Jules Ferry,2023-12-15 10:23:22,306,1184.0,43.60849965,3.868610969046943,43.60538357410034,3.881074193325897
Boutonnet,2023-12-15 10:16:53,Corum,2023-12-15 10:24:14,437,1680.0,43.6198269,3.8681402,43.614366,3.882027979797976
Place Albert 1er - St-Charles,2023-12-15 10:15:04,AtelierTAM,2023-12-15 10:28:46,818,36.0,43.6165623,3.874061,,
Pérols,2023-12-15 10:13:55,Pérols,2023-12-15 13:28:43,11684,8466.0,43.557928,3.963561,43.557928,3.963561
Place Albert 1er - St-Charles,2023-12-15 10:13:53,Hôtel du Département,2023-12-15 11:00:16,2779,38.0,43.6165623,3.874061,43.6219459,3.8349231
Place Albert 1er - St-Charles,2023-12-15 10:13:38,AtelierTAM,2023-12-15 10:30:15,993,36.0,43.6165623,3.874061,,
Place Albert 1er - St-Charles,2023-12-15 10:12:29,AtelierTAM,2023-12-16 09:43:59,84686,53.0,43.6165623,3.874061,,
Place Albert 1er - St-Charles,2023-12-15 10:12:08,Hôtel du Département,2023-12-15 11:00:49,2917,46.0,43.6165623,3.874061,43.6219459,3.8349231
Place Albert 1er - St-Charles,2023-12-15 10:11:32,AtelierTAM,2023-12-15 10:27:30,954,30.0,43.6165623,3.874061,,
Place Albert 1er - St-Charles,2023-12-15 10:10:10,Occitanie,2023-12-16 08:08:23,79086,32.0,43.6165623,3.874061,43.6343466,3.8486780499999984
Place Albert 1er - St-Charles,2023-12-15 10:09:58,Fac des Sciences,2023-12-16 08:00:55,78651,28.0,43.6165623,3.874061,43.6312537,3.8612405
Place Albert 1er - St-Charles,2023-12-15 10:08:35,Occitanie,2023-12-16 08:09:31,79251,26.0,43.6165623,3.874061,43.6343466,3.8486780499999984
Observatoire,2023-12-15 10:08:34,Beaux-Arts,2023-12-15 10:15:07,389,1466.0,43.61452665,3.871080728556718,43.6164388,3.8803169
Place Albert 1er - St-Charles,2023-12-15 10:08:11,Occitanie,2023-12-16 08:10:20,79322,28.0,43.6165623,3.874061,43.6343466,3.8486780499999984
Observatoire,2023-12-15 10:07:53,Observatoire,2023-12-15 10:08:18,21,0.0,43.61452665,3.871080728556718,43.61452665,3.871080728556718
Place Albert 1er - St-Charles,2023-12-15 10:07:05,Malbosc,2023-12-16 08:18:07,79857,28.0,43.6165623,3.874061,43.634623000000005,3.833112359072003
Place Albert 1er - St-Charles,2023-12-15 10:06:47,Occitanie,2023-12-16 08:10:16,79403,30.0,43.6165623,3.874061,43.6343466,3.8486780499999984
Place Albert 1er - St-Charles,2023-12-15 10:05:51,Malbosc,2023-12-16 08:18:52,79975,22.0,43.6165623,3.874061,43.634623000000005,3.833112359072003
Place Albert 1er - St-Charles,2023-12-15 10:05:16,Malbosc,2023-12-16 08:19:25,80043,24.0,43.6165623,3.874061,43.634623000000005,3.833112359072003
Place Albert 1er - St-Charles,2023-12-15 10:04:59,Malbosc,2023-12-16 08:19:57,80091,24.0,43.6165623,3.874061,43.634623000000005,3.833112359072003
Rue Jules Ferry,2023-12-15 09:59:56,Rondelet,2023-12-15 11:00:35,3635,3393.0,43.60538357410034,3.881074193325897,43.6041463,3.874830799999999
AtelierTAM,2023-12-15 09:55:55,Place Viala,2023-12-15 10:50:12,3254,61.0,,,43.6168167,3.8550842
Marie Caizergues,2023-12-15 09:54:31,Fac des Sciences,2023-12-15 09:59:42,307,967.0,43.619655,3.8733067,43.6312537,3.8612405
AtelierTAM,2023-12-15 09:52:34,Hôtel du Département,2023-12-15 11:00:17,4060,46.0,,,43.6219459,3.8349231
Foch,2023-12-15 09:52:26,Hôtel du Département,2023-12-15 10:10:06,1055,3834.0,43.6109947,3.8733344,43.6219459,3.8349231
Père Soulas,2023-12-15 09:50:37,Beaux-Arts,2023-12-15 10:00:38,598,2648.0,43.6219699,3.855618,43.6164388,3.8803169
Occitanie,2023-12-15 09:49:35,Emile Combes,2023-12-15 12:24:39,9300,6881.0,43.6343466,3.8486780499999984,43.6167422,3.8799722
Marie Caizergues,2023-12-15 09:46:18,Les Arceaux,2023-12-15 09:51:41,319,1147.0,43.619655,3.8733067,43.6118401,3.8623604
Vert Bois,2023-12-15 09:45:29,Saint-Guilhem - Courreau,2023-12-15 10:00:50,916,3510.0,,,43.6081132,3.8735064
Père Soulas,2023-12-15 09:45:05,Comédie,2023-12-15 09:59:34,865,2621.0,43.6219699,3.855618,43.60918635,3.8815040936105776
Halles Castellane,2023-12-15 09:43:06,Saint-Denis,2023-12-15 09:46:33,197,633.0,43.61012445,3.876843401959306,43.6050394,3.8750227
Les Arceaux,2023-12-15 09:39:10,Place Albert 1er - St-Charles,2023-12-15 09:44:43,329,910.0,43.6118401,3.8623604,43.6165623,3.874061
Boutonnet,2023-12-15 09:35:24,Richter,2023-12-15 09:53:37,1088,3990.0,43.6198269,3.8681402,43.6037969,3.8989223
Jean de Beins,2023-12-15 09:27:30,Antigone Centre,2023-12-15 09:35:33,479,677.0,,,43.6079184,3.8905276
Renouvier,2023-12-15 09:16:16,Place Albert 1er - St-Charles,2023-12-15 09:24:23,482,1799.0,43.60358,3.8678865,43.6165623,3.874061
Renouvier,2023-12-15 09:16:07,Place Albert 1er - St-Charles,2023-12-15 09:24:17,486,1801.0,43.60358,3.8678865,43.6165623,3.874061
Rue Jules Ferry,2023-12-15 09:09:30,Odysseum,2023-12-15 10:38:00,5306,3448.0,43.60538357410034,3.881074193325897,43.60441055,3.9212018171142855
Rondelet,2023-12-15 09:09:01,Halles Castellane,2023-12-15 09:13:38,278,978.0,43.6041463,3.874830799999999,43.61012445,3.876843401959306
Parvis Jules Ferry,2023-12-15 09:07:20,Gambetta,2023-12-15 11:04:20,7016,7406.0,43.87068,3.83801,43.6040006,3.8713632
Nombre d'Or,2023-12-15 09:05:00,Médiathèque Emile Zola,2023-12-15 10:30:40,200,563.0,43.6079002,3.8866534,43.6082468,3.8930561
Renouvier,2023-12-15 08:59:11,Antigone Centre,2023-12-15 09:10:22,667,2340.0,43.60358,3.8678865,43.6079184,3.8905276
Comedie Baudin,2023-12-15 08:57:42,Gambetta,2023-12-15 10:22:01,5055,3783.0,,,43.6040006,3.8713632
Saint-Guilhem - Courreau,2023-12-15 08:55:47,Saint-Guilhem - Courreau,2023-12-15 13:59:44,18232,4079.0,43.6081132,3.8735064,43.6081132,3.8735064
Place Albert 1er - St-Charles,2023-12-15 08:53:03,Richter,2023-12-15 09:07:28,861,2883.0,43.6165623,3.874061,43.6037969,3.8989223
Aiguelongue,2023-12-15 08:50:21,Place Albert 1er - St-Charles,2023-12-15 08:58:54,507,1829.0,43.6331438,3.8795261,43.6165623,3.874061
Foch,2023-12-15 08:48:14,Place Albert 1er - St-Charles,2023-12-15 08:51:13,174,686.0,43.6109947,3.8733344,43.6165623,3.874061
Charles Flahault,2023-12-15 08:47:21,Saint-Denis,2023-12-15 08:56:29,543,1864.0,43.6184031,3.8663896,43.6050394,3.8750227
Saint-Denis,2023-12-15 08:46:54,Richter,2023-12-15 09:04:32,1053,3691.0,43.6050394,3.8750227,43.6037969,3.8989223
Charles Flahault,2023-12-15 08:46:07,Place Albert 1er - St-Charles,2023-12-15 08:52:04,352,876.0,43.6184031,3.8663896,43.6165623,3.874061
Saint-Denis,2023-12-15 08:44:25,Saint-Denis,2023-12-15 08:46:32,122,165.0,43.6050394,3.8750227,43.6050394,3.8750227
Observatoire,2023-12-15 08:44:09,Père Soulas,2023-12-15 09:04:55,1232,3450.0,43.61452665,3.871080728556718,43.6219699,3.855618
Saint-Denis,2023-12-15 08:43:44,Saint-Denis,2023-12-15 08:44:04,16,0.0,43.6050394,3.8750227,43.6050394,3.8750227
Occitanie,2023-12-15 08:42:55,Renouvier,2023-12-15 11:03:15,8416,5738.0,43.6343466,3.8486780499999984,43.60358,3.8678865
Saint-Denis,2023-12-15 08:35:30,Nombre d'Or,2023-12-15 18:09:49,34455,7863.0,43.6050394,3.8750227,43.6079002,3.8866534
Charles Flahault,2023-12-15 08:33:18,Richter,2023-12-15 08:47:53,870,4126.0,43.6184031,3.8663896,43.6037969,3.8989223
Foch,2023-12-15 08:31:52,Renouvier,2023-12-15 08:36:00,243,1049.0,43.6109947,3.8733344,43.60358,3.8678865
Renouvier,2023-12-15 08:31:03,Médiathèque Emile Zola,2023-12-15 10:31:31,850,2728.0,43.60358,3.8678865,43.6082468,3.8930561
Antigone Centre,2023-12-15 08:30:49,Renouvier,2023-12-15 08:48:28,1055,2446.0,43.6079184,3.8905276,43.60358,3.8678865
Hôtel de Ville,2023-12-15 08:28:29,Fac des Sciences,2023-12-15 08:51:29,1375,59.0,43.5985194,3.896631891721937,43.6312537,3.8612405
Hôtel de Ville,2023-12-15 08:28:15,Fac des Sciences,2023-12-15 08:49:23,1264,57.0,43.5985194,3.896631891721937,43.6312537,3.8612405
Gambetta,2023-12-15 08:28:00,Voltaire,2023-12-15 08:34:03,359,1721.0,43.6040006,3.8713632,43.6037049,3.8892253
Hôtel de Ville,2023-12-15 08:26:31,Fac des Sciences,2023-12-15 08:51:44,1509,55.0,43.5985194,3.896631891721937,43.6312537,3.8612405
Hôtel de Ville,2023-12-15 08:26:14,Fac des Sciences,2023-12-15 08:52:22,1564,55.0,43.5985194,3.896631891721937,43.6312537,3.8612405
Hôtel de Ville,2023-12-15 08:24:34,Fac des Sciences,2023-12-15 08:52:07,1649,53.0,43.5985194,3.896631891721937,43.6312537,3.8612405
Hôtel de Ville,2023-12-15 08:24:17,Fac des Sciences,2023-12-15 08:52:39,1698,57.0,43.5985194,3.896631891721937,43.6312537,3.8612405
Foch,2023-12-15 08:23:38,Antigone Centre,2023-12-15 08:30:28,405,1605.0,43.6109947,3.8733344,43.6079184,3.8905276
Hôtel de Ville,2023-12-15 08:22:34,Vert Bois,2023-12-15 08:57:23,2085,71.0,43.5985194,3.896631891721937,,
Hôtel de Ville,2023-12-15 08:22:18,Vert Bois,2023-12-15 08:57:24,2102,71.0,43.5985194,3.896631891721937,,
Près d'Arènes,2023-12-15 08:18:08,Les Aubes,2023-12-15 08:43:19,1506,3440.0,43.5936317,3.8877518,43.6192157,3.8913335
Place Albert 1er - St-Charles,2023-12-15 08:15:19,Gambetta,2023-12-15 08:22:14,411,1294.0,43.6165623,3.874061,43.6040006,3.8713632
Richter,2023-12-15 08:14:10,Vert Bois,2023-12-15 08:58:14,2639,89.0,43.6037969,3.8989223,,
Richter,2023-12-15 08:13:51,Vert Bois,2023-12-15 08:58:11,2655,91.0,43.6037969,3.8989223,,
Saint-Guilhem - Courreau,2023-12-15 08:12:19,Occitanie,2023-12-15 08:27:16,891,3710.0,43.6081132,3.8735064,43.6343466,3.8486780499999984
Richter,2023-12-15 08:12:06,Vert Bois,2023-12-15 08:59:18,2828,79.0,43.6037969,3.8989223,,
Richter,2023-12-15 08:11:38,Richter,2023-12-15 08:11:56,14,0.0,43.6037969,3.8989223,43.6037969,3.8989223
Richter,2023-12-15 08:11:17,Vert Bois,2023-12-15 08:58:40,2839,93.0,43.6037969,3.8989223,,
Richter,2023-12-15 08:08:59,Vert Bois,2023-12-15 08:59:13,3010,77.0,43.6037969,3.8989223,,
Richter,2023-12-15 08:08:45,Vert Bois,2023-12-15 08:59:13,3024,81.0,43.6037969,3.8989223,,
Richter,2023-12-15 08:06:52,Vert Bois,2023-12-15 09:00:07,3191,83.0,43.6037969,3.8989223,,
Richter,2023-12-15 08:06:37,Vert Bois,2023-12-15 09:00:05,3204,83.0,43.6037969,3.8989223,,
Hôtel de Ville,2023-12-15 08:05:44,Hôtel de Ville,2023-12-15 11:24:39,11930,12127.0,43.5985194,3.896631891721937,43.5985194,3.896631891721937
Charles Flahault,2023-12-15 07:53:21,Renouvier,2023-12-15 08:03:23,597,1678.0,43.6184031,3.8663896,43.60358,3.8678865
Comédie,2023-12-15 07:47:17,Saint-Denis,2023-12-15 07:51:59,278,498.0,43.60918635,3.8815040936105776,43.6050394,3.8750227
Les Aubes,2023-12-15 07:43:25,Comédie,2023-12-15 07:54:32,664,2131.0,43.6192157,3.8913335,43.60918635,3.8815040936105776
Les Aubes,2023-12-15 07:30:55,Place Albert 1er - St-Charles,2023-12-15 07:38:32,453,1843.0,43.6192157,3.8913335,43.6165623,3.874061
Louis Blanc,2023-12-15 06:46:34,Albert 1er - Cathedrale,2023-12-15 07:42:33,3355,6091.0,43.6146919,3.8782052427712976,43.6148176,3.8737832
Comédie,2023-12-15 06:43:53,Renouvier,2023-12-15 06:51:35,457,1149.0,43.60918635,3.8815040936105776,43.60358,3.8678865
Rue Jules Ferry,2023-12-15 05:28:06,Boutonnet,2023-12-15 05:43:28,917,3038.0,43.60538357410034,3.881074193325897,43.6198269,3.8681402
Rue Jules Ferry,2023-12-15 05:27:33,Boutonnet,2023-12-15 05:44:21,1002,2746.0,43.60538357410034,3.881074193325897,43.6198269,3.8681402
Place Viala,2023-12-15 05:21:03,Rue Jules Ferry,2023-12-15 05:32:44,696,2634.0,43.6168167,3.8550842,43.60538357410034,3.881074193325897
Parvis Jules Ferry,2023-12-15 05:14:12,Port Marianne,2023-12-15 05:35:36,1280,4414.0,43.87068,3.83801,43.6059165,3.9168169
Parvis Jules Ferry,2023-12-15 05:12:44,Parvis Jules Ferry,2023-12-15 05:13:03,14,0.0,43.87068,3.83801,43.87068,3.83801
Occitanie,2023-12-15 05:08:36,Observatoire,2023-12-15 05:24:09,928,3902.0,43.6343466,3.8486780499999984,43.61452665,3.871080728556718
Deux Ponts - Gare Saint-Roch,2023-12-15 03:50:54,Corum,2023-12-15 03:58:45,468,1408.0,43.604359,3.8810025,43.614366,3.882027979797976
Cité Mion,2023-12-15 03:49:50,Nouveau Saint-Roch,2023-12-15 03:53:05,191,751.0,43.6011431,3.8844511,43.5992903,3.8756446
Port Marianne,2023-12-15 03:41:21,Deux Ponts - Gare Saint-Roch,2023-12-15 03:51:23,597,1656.0,43.6059165,3.9168169,43.604359,3.8810025
Emile Combes,2023-12-15 03:27:54,Jeu de Mail des Abbés,2023-12-15 03:33:00,302,645.0,43.6167422,3.8799722,43.6198762,3.8840259
Corum,2023-12-15 03:24:46,Jeu de Mail des Abbés,2023-12-15 03:32:57,486,1023.0,43.614366,3.882027979797976,43.6198762,3.8840259
Saint-Guilhem - Courreau,2023-12-15 03:23:27,Boutonnet,2023-12-15 03:30:42,431,1700.0,43.6081132,3.8735064,43.6198269,3.8681402
