Departure station,Departure,Return station,Return,Duration (sec.),Covered distance (m),departure_latitude,departure_longitude,return_latitude,return_longitude
Halles Castellane,2023-12-31 01:01:25,Aiguelongue,2023-12-31 01:17:06,938,1995.0,43.61012445,3.876843401959306,43.6331438,3.8795261
Corum,2023-12-31 00:59:06,Euromédecine,2023-12-31 04:14:58,11748,15500.0,43.614366,3.882027979797976,43.63893875,3.827694941374258
Halles Castellane,2023-12-31 00:47:40,Richter,2023-12-31 00:59:08,683,2235.0,43.61012445,3.876843401959306,43.6037969,3.8989223
Observatoire,2023-12-31 00:31:44,Voltaire,2023-12-31 00:37:34,347,1094.0,43.61452665,3.871080728556718,43.6037049,3.8892253
Halles Castellane,2023-12-31 00:22:23,Médiathèque Emile Zola,2023-12-31 00:28:58,391,1564.0,43.61012445,3.876843401959306,43.6082468,3.8930561
Halles Castellane,2023-12-31 00:22:02,Médiathèque Emile Zola,2023-12-31 00:29:38,450,1605.0,43.61012445,3.876843401959306,43.6082468,3.8930561
Halles Castellane,2023-12-31 00:21:27,Médiathèque Emile Zola,2023-12-31 00:29:01,447,1535.0,43.61012445,3.876843401959306,43.6082468,3.8930561
Halles Castellane,2023-12-31 00:21:11,Médiathèque Emile Zola,2023-12-31 00:29:15,477,1545.0,43.61012445,3.876843401959306,43.6082468,3.8930561
Halles Castellane,2023-12-31 00:20:40,Médiathèque Emile Zola,2023-12-31 00:28:53,486,1670.0,43.61012445,3.876843401959306,43.6082468,3.8930561
Pérols,2023-12-31 00:14:09,Pérols,2023-12-31 01:55:59,6104,12066.0,43.5586003,3.9502006,43.5586003,3.9502006
Pérols,2023-12-31 00:11:06,Pérols,2023-12-31 00:12:57,108,95.0,43.5586003,3.9502006,43.5586003,3.9502006
Pérols,2023-12-31 00:10:31,Pérols,2023-12-31 01:56:09,6334,12141.0,43.5586003,3.9502006,43.5586003,3.9502006
Pérols,2023-12-31 00:09:44,Pérols,2023-12-31 01:56:56,6424,12286.0,43.5586003,3.9502006,43.5586003,3.9502006
Occitanie,2023-12-31 00:03:33,Rondelet,2023-12-31 00:26:19,1362,4110.0,43.6112422,3.8767337,43.6041463,3.874830799999999
Aiguelongue,2023-12-31 00:03:10,Corum,2023-12-31 00:11:20,481,1492.0,43.6331438,3.8795261,43.614366,3.882027979797976
Aiguelongue,2023-12-31 00:03:05,Corum,2023-12-31 00:11:20,487,1488.0,43.6331438,3.8795261,43.614366,3.882027979797976
Aiguelongue,2023-12-31 00:02:56,Corum,2023-12-31 00:11:30,506,1480.0,43.6331438,3.8795261,43.614366,3.882027979797976
